place_id,name,category,primary_type,website,phone,address,town,email
ChIJ4Va1qEGUwokRwv-xqSnrfQ4,Pizza Cucina,pizzeria,pizza_restaurant,https://www.pizzacucinawp.com/,(914) 752-4611,"102 W Post Rd, White Plains, NY 10606, USA",White Plains,pizzacucinawp@gmail.com
ChIJNbPyzU-VwokRZqhSKkS_dNI,Valhalla Pizza Station,pizzeria,pizza_restaurant,http://valhallapizzastation.com/,(914) 761-8640,"18 Broadway, Valhalla, NY 10595, USA",White Plains,valhallapizzastation18@gmail.com
ChIJMyd81caVwokRnHB5qwh_EK4,Broadway Pizzeria of White Plains,pizzeria,pizza_restaurant,https://www.broadwaypizzawp.com/,(914) 428-6218,"616 N Broadway #2411, White Plains, NY 10603, USA",White Plains,mymail@mailservice.com
ChIJqafng5iVwokRTSnEc_bfTC4,La Botte Ristorante Pizza & Pasta,pizzeria,italian_restaurant,http://labottewp.com/,(914) 461-2950,"14 Martine Ave, White Plains, NY 10606, USA",White Plains,info@labottewp.com
ChIJJwH4tjyUwokRLhWpD4zH8w0,Dorry's Diner,diner,diner,http://www.dorrysdiner.com/,(914) 682-0005,"468 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,dorrysdiner@dorrysdiner.com
ChIJw5AnjVCVwokROhJ_RK4w1JY,Shah’s Halal Food White Plains,diner,halal_restaurant,https://www.shahshalalfood.com/,(914) 949-0747,"40 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,support@shahshalalfood.com
ChIJq4TmBTqUwokRuRYPRDaWEJg,T-swirl Crepe - White Plains,bakery,dessert_restaurant,http://t-swirlcrepe.com/,(914) 358-9295,"151 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,tswirlcrepe@gmail.com
ChIJBx1wD2iTwokRGO8IdzNx-28,Smallcakes Scarsdale,bakery,bakery,http://www.smallcakesny.com/,(914) 713-3971,"749 Central Park Ave, Scarsdale, NY 10583, USA",White Plains,smallcakesny@gmail.com
ChIJbXmXCUKXwokRKrukTy-d4t4,Little Bit O' Love Bakery,bakery,bakery,http://www.littlebitolovebakery.com/,(858) 248-9034,"6 White Deer Ln, West Harrison, NY 10604, USA",White Plains,littlebitoflovebakery@gmail.com
ChIJC-4dCf2VwokRSMRjIL6VYYA,El Cafetero Bakery,bakery,colombian_restaurant,https://elcafeterowp.com/?utm_source=google,(914) 727-2457,"124 E Post Rd, White Plains, NY 10601, USA",White Plains,cafeterobakerywp@gmail.com
ChIJ3xIgNjeUwokRYPufWDpjEOE,The Iron Tomato,bakery,deli,https://theirontomato.com/,(914) 328-9400,"57 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@theirontomato.com
ChIJwdwSbxqUwokRB7YTW73nxRw,Caperberry Events,caterer,catering_service,http://www.caperberryevents.com/,(914) 949-3543,"54 Gedney Way, White Plains, NY 10605, USA",White Plains,info@nyhgroup.com
ChIJg_DvXTKUwokR0W859IdcyHk,Prima Deli & Catering,caterer,restaurant,https://www.primadeliny.com/,(914) 328-0904,"4036 # A 31 Lake St, White Plains, NY 10603, USA",White Plains,contact@primadeliny.com
ChIJeZRB4WiVwokRIimgHKCnjEA,Westchester Picnic Company,caterer,barbecue_restaurant,http://westchesterpicniccompany.com/,(914) 372-7080,"175 Clearbrook Rd, Elmsford, NY 10523, USA",White Plains,orders@westchesterpicniccompany.com
ChIJ59r69RmUwokRpBIqSPYXSOc,Rooster's Market,caterer,deli,https://www.roostersmarket.net/,(914) 949-7202,"48 Gedney Way, White Plains, NY 10605, USA",White Plains,info@roostersmarket.net
ChIJMdwohRCSwokRZgYOVlJ4oks,Plates Catering,caterer,catering_service,http://www.platesonthepark.com/,(914) 263-1736,"121 Myrtle Blvd, Larchmont, NY 10538, USA",White Plains,matt@platesonthepark.com
ChIJAQAAAA2RwokRNSeeOm55cow,Powell Catering Services,caterer,catering_service,http://www.powellcatering.com/,(914) 381-4843,"110 Halstead Ave, Harrison, NY 10528, USA",White Plains,sales@powellcatering.com
ChIJx24_1utYwokR87HxCkRW_w0,NY Catering Service,caterer,catering_service,https://nycateringservice.com/?utm_source=google&utm_medium=organic&utm_campaign=trd&utm_content=website-button,(917) 592-4404,"28 High St, Armonk, NY 10504, USA",White Plains,info@nycateringservice.com
ChIJpYxncYW9wokRkqfBmFLOh-U,Air Culinaire Worldwide - Inflight Catering New York (White Plains),caterer,catering_service,https://www.airculinaireworldwide.com/,(914) 428-0251,"24 Loop Rd, White Plains, NY 10604, USA",White Plains,orders@airculinaire.com
ChIJe4Wk8sqVwokR2KFUw96hjGI,Mansion on Broadway,caterer,event_venue,http://mansiononbroadway.com/,(914) 949-6900,"139 N Broadway, White Plains, NY 10603, USA",White Plains,events@mansiononbroadway.com
ChIJKcxaTk-VwokR7GR8Q8F7ib4,Chazz Palminteri Italian Restaurant White Plains,caterer,italian_restaurant,https://www.chazzpalminterinyc.com/,(914) 600-8430,"264 Main St, White Plains, NY 10601, USA",White Plains,info@chazzpalminterinyc.com
ChIJlQdueMGVwokRmHpomSJbQ-g,Grapes the Wine Company,winery,liquor_store,http://grapesthewineco.com/,(914) 397-9463,"731 N Broadway, White Plains, NY 10603, USA",White Plains,info@grapesthewineco.com
ChIJO8K3pzCUwokRh7zgmp9hPOA,LeVino Wine Merchants,winery,liquor_store,http://www.levinowine.com/,(914) 949-8466,"171 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@levinowine.com
ChIJ31bV9xmUwokRFbPgN-sUNWg,Bottle Grove Wine and Spirits,winery,liquor_store,http://bottlegrove.com/,(914) 468-6777,"46 Gedney Way, White Plains, NY 10605, USA",White Plains,hello@bottlegrove.com
ChIJL9XNXh07w4kRgYHIGObicxk,"Warwick Valley Winery, Distillery & Orchard",winery,winery,http://www.wvwinery.com/,(845) 258-4858,"114 Little York Rd, Warwick, NY 10990, USA",White Plains,events@docshardcider.com
ChIJ6S30J-mVwokRd2qst9uX9mY,Shiraz Kitchen & Wine Bar,winery,mediterranean_restaurant,https://www.shirazkitchen.com/,(914) 345-6111,"80 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,hello@shirazkitchen.com
ChIJQfllK8Vv3YkRAkoAcD-V78g,Millbrook Vineyards & Winery,winery,winery,http://www.millbrookwine.com/,(845) 677-8383,"26 Wing Rd, Millbrook, NY 12545, USA",White Plains,millbrookwinery@millwine.com
ChIJW35MJWI63YkRmKUuYC9oYf8,Benmarl Winery,winery,winery,http://www.benmarl.com/,(845) 236-4265,"156 Highland Ave, Marlboro, NY 12542, USA",White Plains,benmarlwinery@gmail.com
ChIJrRuj3lWRwokRoPv7-3ztseo,Corx Wine & Liquors,winery,liquor_store,http://www.corxwines.com/,(914) 468-6139,"1205 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,info@corxwines.com
ChIJhxy2ngsmw4kRT6JBZB_A5z8,Applewood Winery,winery,winery,http://www.applewoodwinery.com/,(845) 988-9292,"82 Four Corners Rd, Warwick, NY 10990, USA",White Plains,info@applewoodwinery.com
ChIJrTYOt6mVwokRSnmC00ZCfEE,Four Corners Wine & Sprit Hartsdale,winery,liquor_store,https://fourcornerswines.com/,(914) 488-6177,"1 S Central Ave, Hartsdale, NY 10530, USA",White Plains,cpaliquors@gmail.com
ChIJDymytQKTwokRgMoBy3anOuw,Vineyard Creek LLC,winery,winery,http://www.vineyardcreekwines.com/,(914) 722-1833,"670 White Plains Rd #121, Scarsdale, NY 10583, USA",White Plains,info@vineyardcreekwines.com
ChIJvy-McQr6B2ARR-6xlsDSDXc,Wines My Way,winery,association_or_organization,http://winesmyway.com/,(914) 661-0300,"130 Colonial Pkwy, Yonkers, NY 10710, USA",White Plains,roccotrombetta0747@gmail.com
ChIJVa8PrkOVwokRAYb0b53C0LE,Reliable Drain Solutions • 24/7 Emergency Service • Plumber Emergency,plumber,plumber,https://www.reliabledrainsolutions.com/,(914) 695-1162,"120 E Post Rd, White Plains, NY 10601, USA",White Plains,proedy69@gmail.com
ChIJSefRFqOWwokR9Pwg4DDuCMs,Drain Saver,plumber,plumber,http://www.drainsaverny.com/,(914) 949-1707,"57 Lake St, White Plains, NY 10604, USA",White Plains,drainsaverny@aol.com
ChIJf_xHxYGVwokR9FA_KWimlEo,"Emergency Sewer & Drain Service, Inc.",plumber,plumber,https://sewer-experts.com/,(914) 478-4900,"75 Virginia Rd, White Plains, NY 10603, USA",White Plains,ersdinc@verizon.net
ChIJ5-Z_xDLtwokRXJiI3FevFfE,Central Sewer,plumber,plumber,http://www.central-sewer.com/,(914) 779-6607,"57 Lake St, White Plains, NY 10604, USA",White Plains,centralsewer@aol.com
ChIJ9S6Rz-eVwokRRRK0Lo7vQ6Q,South Hill Group LLC,plumber,service,http://www.southhillgroupllc.com/,(914) 374-1219,"75 S Broadway 4th Floor, White Plains, NY 10601, USA",White Plains,info@southhillgroupllc.com
ChIJIdS1krS_wokRH5P8pnQktUI,ABS Plumbing,plumber,plumber,https://www.absplumbing.net/,(914) 769-7777,"5 W Cross St, Hawthorne, NY 10532, USA",White Plains,absplumbing7@aol.com
ChIJQ4iqcbeTwokRqAYa_0d1kO4,Curtis Electric,electrician,electrician,https://www.curtiselectricinc.com/,(914) 490-4157,"37 Hunting Ridge Rd, White Plains, NY 10605, USA",White Plains,idubbs45@gmail.com
ChIJK9Xm-uuVwokRgOv51RVGvFs,Rinaldi Electric,electrician,electrician,https://rinaldielectric.com/?utm_source=omg-gbp&utm_medium=webclick,(914) 309-5545,"8 Westchester Plaza Ste 198, Elmsford, NY 10523, USA",White Plains,rinaldielectric@gmail.com
ChIJW9acvDCUwokRO0Xtn4SH0pw,Smart Choice Electric,electrician,electrician,http://smartchoiceelectric.com/,(914) 946-2909,"345 Main St Suite 5-M, White Plains, NY 10601, USA",White Plains,info@smartchoiceelectric.com
ChIJT0B83oyjwokRL7Zt6LOcgBQ,Grandview Electric,electrician,electrician,http://www.grandviewelectric.com/,(914) 313-8448,"501 Willett Ave, Port Chester, NY 10573, USA",White Plains,roy@grandviewelectric.com
ChIJhz0LAV3Fn0QR323XYx6jNm4,J & S Electrical Contractors NY,electrician,electrician,https://jselectricalcontractorsny.com/,(914) 844-0810,"1278 Saw Mill River Rd, Yonkers, NY 10710, USA",White Plains,info@jselectricalny.net
ChIJT6oFSSm-wokRLVlP_-YJMsE,Keating Electric & Technologies,electrician,electrician,http://keatingelectric.com/,(914) 747-9294,"190 Saw Mill River Rd, Hawthorne, NY 10532, USA",White Plains,service@keatingelectric.com
ChIJQyDHjsrIwokRgkOE5agzyI4,Antonio Ferrao Electric,electrician,electrician,https://antonioferraoelectric.com/,(914) 589-7951,"313 Highridge Ct, Peekskill, NY 10566, USA",White Plains,ferraoantonio@hotmail.com
ChIJz9XJsiyZwokR-HVVxnONBP4,MGC Heating and Air Conditioning LLC,hvac,general_contractor,https://sites.google.com/view/mgcair/home,(914) 562-9309,"24 Lakeview Ave, West Harrison, NY 10604, USA",White Plains,mgc.aircomfort@gmail.com
ChIJPYwv0POVwokRx13emauXe2Y,Maselli Contracting & HVAC LLC,hvac,general_contractor,https://masellihvac.com/,(914) 490-2960,"450 Commerce St, Hawthorne, NY 10532, USA",White Plains,masellihvac@gmail.com
ChIJwRINYkKVwokRZsFKwd0FibI,Jetson Home - White Plains,hvac,general_contractor,https://www.jetsonhome.com/,(888) 996-5876,"18 Belway Pl, White Plains, NY 10604, USA",White Plains,goelectric@jetsonhome.com
ChIJO2dEp0uUwokRsLJ8AQAgeus,"Bruni & Campisi, Inc.",hvac,general_contractor,https://www.bruniandcampisi.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*285*bruni-campisi-elmsford,(914) 734-5557,"100 Grasslands Rd, Elmsford, NY 10523, USA",White Plains,info@brucaminc.com
ChIJrcaCAJmVwokRg61hgKsS7bM,Elite Systems Experts LLC,hvac,service,https://www.elitesystemsexperts.com/,(347) 939-6833,"250 S Central Ave, Hartsdale, NY 10530, USA",White Plains,info@elitesystemsexperts.com
ChIJA_x6izyUwokRjAAOl9yqtnM,J. Daher Air Conditioning & Heating,hvac,general_contractor,http://www.daherhvac.com/,(914) 949-6500,"90 Waller Ave, White Plains, NY 10605, USA",White Plains,john@daherhvac.com
ChIJw9RPOpn-eaURGmt3EKf45Y8,Ormeno General Construction,contractor,general_contractor,https://ormenogeneralconstruction.com/,(203) 424-8131,"744 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,ormenogc@gmail.com
ChIJaSabLIDywokRi27YbzCh_Is,United City Tech Corp,contractor,general_contractor,https://www.bestcontractornyc.com/,(914) 316-6000,"72 Wayside Dr, White Plains, NY 10607, USA",White Plains,uctcny@gmail.com
ChIJtQlWvauVwokRkvXRwblm_Ww,Tappan Z Home Improvement,contractor,general_contractor,http://tappanzhomeimprovement.com/?utm_source=GMBlisting&utm_medium=Organic,(914) 217-6648,"21 Prospect St, White Plains, NY 10605, USA",White Plains,tappanzhomeimprovement@gmail.com
ChIJy9LocqONwokRK1jxjV8Q_e0,Gemelos Renovation & Maintenance,contractor,general_contractor,https://gemelos-llc.com/,(914) 708-7163,"75 S Broadway Ste 484, White Plains, NY 10601, USA",White Plains,team@gemelos-llc.com
ChIJJSsNrYmUwokRFJ045Va3Dv8,Chris Craftsman Development | General Contractor,contractor,general_contractor,http://www.chriscraftsman.com/,(914) 636-5950,"402 Central Park Ave, Scarsdale, NY 10583, USA",White Plains,chris@chriscraftsman.com
ChIJ6y4THlCRwokRpw5tc4tfnj4,Luigi Building & Remodeling LLC,contractor,general_contractor,https://www.luigibuilding.com/,(914) 258-0262,"412 4th St Apartment 2, Mamaroneck, NY 10543, USA",White Plains,your@email.com
ChIJmYgvEK-VwokR1tPXBqdk04Q,Jd Contracting,contractor,service,https://jdcontractingny.com/,(914) 843-2615,"17 Robertson Ave, White Plains, NY 10606, USA",White Plains,jdelgado887@hotmail.com
ChIJW0wxFES9wokRnJ6qeCHDgeQ,Legacy Construction Northeast LLC,contractor,general_contractor,http://legacydevelopmentllc.com/,(914) 273-4511,"10 New King St #208, White Plains, NY 10604, USA",White Plains,inquiries@legacydevelopmentllc.com
ChIJM-R4jraVwokRL4ktClUy5vg,Chapter,contractor,general_contractor,https://www.hellochapter.com/home-renovation-westchester-ny/,(914) 504-4054,"44 S Broadway, White Plains, NY 10601, USA",White Plains,itstime@hellochapter.com
ChIJGWnXARSTwokRYUffDO7ptl4,Westchester Contractors,contractor,general_contractor,https://www.westchestercontractors.net/,(914) 430-2486,"225 Main St, Eastchester, NY 10709, USA",White Plains,steve@westchestercontractors.net
ChIJfVJGxs1gwokRMCa9U5i1D-A,Neptune Construction Corporation,contractor,roofing_contractor,http://neptuneconstructioncorp.com/,(347) 225-6404,"137 Dobbs Ferry Rd, White Plains, NY 10607, USA",White Plains,neptuneconstruction@yahoo.com
ChIJ1efHMLWSwokR56t7dpWZyrQ,Expert Roofing of Westchester,roofer,roofing_contractor,https://expertroofingwestchester.com/,(914) 215-1677,"777 Westchester Ave Suit 101, White Plains, NY 10604, USA",White Plains,info@expertroofingwestchester.com
ChIJ211EdyCVwokRm95Jz1pk2fI,Delta Roofing Westchester,roofer,roofing_contractor,https://deltaroofingwestchester.com/,(914) 229-9777,"445 Hamilton Ave #1102, White Plains, NY 10601, USA",White Plains,info@deltaroofingcontractor.com
ChIJ5RQNsXGNwokRDJh-_XLmMz4,6D Construction and Roofing,roofer,roofing_contractor,https://6dconstructiongroup.com/,(914) 688-2332,"131 Franklin Ave, New Rochelle, NY 10805, USA",White Plains,support@6dconstructiongroup.com
ChIJC5IHJduTwokRpVmhZfFhtk4,Roof Rescue Southern Westchester LLC,roofer,roofing_contractor,https://roofrescuesw.com/,(914) 350-4363,"1 Sylvan Pl, New Rochelle, NY 10801, USA",White Plains,rrswllc@gmail.com
ChIJ7ULd7jSVwokRillZnYlszUI,Ramirez Landscaping & Renovation INC,landscaper,general_contractor,http://www.ramirezlandscapingandrenovationsinc.com/,(914) 468-5461,"100 Chatterton Pkwy Apartment 1, White Plains, NY 10606, USA",White Plains,ramirezlandscaping6@hotmail.com
ChIJPy3Ol7qVwokRiSglk-UZdK8,CTM Center Landscaping,landscaper,general_contractor,https://ctmcenterlandscaping.com/,(914) 548-5615,"364 County Center Rd, White Plains, NY 10603, USA",White Plains,german914@icloud.com
ChIJIflleyGVwokRRbT_yPMPAqU,The Sod Father Landscaping,landscaper,general_contractor,https://sodfatherlandscaping.com/,(914) 557-6280,"101 Griffin Pl, White Plains, NY 10603, USA",White Plains,sodfather1@aol.com
ChIJlzyGLvKVwokRU4qay5XNNb0,cglandscapeservicesinc,landscaper,general_contractor,http://cglandscapeservicesinc.com/,(914) 413-3648,"2 Emmalon Ave, White Plains, NY 10603, USA",White Plains,cglandscape320@gmail.com
ChIJ47cYAwm_wokRZELCd0t3VnM,J’s Landscape Services,landscaper,general_contractor,https://jslandscapeservice.com/,(914) 294-7602,"60 Leroy Ave, Valhalla, NY 10595, USA",White Plains,jslandscape1625@gmail.com
ChIJC5e__QiVwokR2MJV4EPHf-g,"L & L Gardens, Inc. Labriola Landscaping",landscaper,general_contractor,http://www.labriolalandscaping.com/,(914) 288-0882,"599 Knollwood Rd, White Plains, NY 10603, USA",White Plains,larry@labriolalandscaping.com
ChIJtUmNydyVwokRZt59w3FfuCY,Paint EZ of White Plains,painter,painter,https://paintez.com/white-plains,(914) 295-0330,"75 S Broadway 4th flr suite 4509, White Plains, NY 10601, USA",White Plains,whiteplains@paintez.com
ChIJeVEwse-RwokRfAgtbkhGDfo,JM Painting and Renovation,painter,painter,http://jmpaintingandrenovation.com/,(914) 563-2039,"1605 James St, Mamaroneck, NY 10543, USA",White Plains,jmprenovations@outlook.com
ChIJueIb3kCXwokRi3zZqXGS9u0,J & S Painting Plus Inc,painter,,http://www.jandspaintingplus.com/,(914) 935-9300,"72 S Regent St, Port Chester, NY 10573, USA",White Plains,jspaintingplus@aol.com
ChIJqRTPGNnIwokRVsoAzP833-s,Paint Track Painting Services,painter,painter,https://painttrack.com/,(914) 762-7874,"1133 Pleasantville Rd #2D, Briarcliff Manor, NY 10510, USA",White Plains,info@painttrack.com
ChIJK7__mjuUwokRP4Vtcsi6FHs,MGP Painting,painter,painter,http://housepaintingwestchester.com/,(888) 456-7532,"333 Mamaroneck Ave #174, White Plains, NY 10605, USA",White Plains,info@mgppainting.com
ChIJS1Hg9livwokRWa56wvljAXg,Pound Ridge Painting Company,painter,painter,https://poundridgepainting.com/,(914) 764-5259,"54 Westchester Ave, Pound Ridge, NY 10576, USA",White Plains,info@poundridgepainting.com
ChIJFSo1lFqNwokR64nouB7Y7e0,Quality Finishes Painting LLC,painter,painter,https://qualityfinishespainting.com/,(917) 383-2500,"33B Broun Pl, Bronx, NY 10475, USA",White Plains,qualityfinishespainting@gmail.com
ChIJfdZanDyzwokR4UGLl0s8RAI,HQ Flooring and Renovations LLC,flooring,general_contractor,http://www.highqualityflooring.com/,(914) 498-1628,"44 Executive Blvd, Elmsford, NY 10523, USA",White Plains,hello@highqualityflooring.com
ChIJcch02fuVwokRYgzAFqWR7To,"Prestige Flooring & Interiors, Inc",flooring,general_contractor,http://prestigefi.com/,(914) 358-5800,"41 S Central Ave, Elmsford, NY 10523, USA",White Plains,info@prestigefi.com
ChIJfVNrnInzwokR4Vzld9T9JH4,"Wood Floor Installation, Sanding and Refinishing l Puma Hardwood Flooring l NYC and Westchester County",flooring,general_contractor,http://pumahardwoodflooring.com/,(914) 258-4155,"49 Linden St, Yonkers, NY 10701, USA",White Plains,pumawoodfloors@gmail.com
ChIJqRaXRsjIwokRtCVOgI9Pu0g,"A & C Brothers Contracting, Inc.",flooring,general_contractor,https://www.acbrotherscontracting.com/,(914) 930-9331,"625 Washington St, Peekskill, NY 10566, USA",White Plains,info@acbrothersinc.com
ChIJKZc-6zuUwokRSbxw02qsc-w,A Preferred Locksmith,locksmith,locksmith,https://www.apreferredlocksmithny.com/,(914) 877-3226,"288 Mamaroneck Ave B, White Plains, NY 10605, USA",White Plains,apreferred288@yahoo.com
ChIJAxf6lpGWwokRd95Msz5acYs,Pop-A-Lock Locksmith of Westchester NY,locksmith,locksmith,http://www.popalock.com/franchise/westchester-ny/,(914) 251-9725,"777 Westchester Ave #101b, White Plains, NY 10604, USA",White Plains,tina@alexsco.com
ChIJPWYTCBKVwokR4MzR1ZElhRQ,Top Level Pest Control Inc,pest_control,service,http://toplevelpestcontrol.com/,(914) 949-2149,"20 N Central Ave Suite 201, Hartsdale, NY 10530, USA",White Plains,info@toplevelpestcontrol.com
ChIJ8SGHzcCVwokRyngCfkVqN40,Westex Pest Management,pest_control,service,http://www.westexpestmanagement.com/,(914) 949-4828,"20 Virginia Rd, White Plains, NY 10603, USA",White Plains,info@westexpestmanagement.com
ChIJ22-xz16VwokRh94mm1lRn0o,Northern Pest Control,pest_control,service,https://www.northern-pest.com/,(914) 505-7673,"445 Hamilton Ave 11th Floor, White Plains, NY 10601, USA",White Plains,frank@northern-pest.com
ChIJV0zCXJqRwokR6Qxrrxx8fyk,NuBorn Pest Control,pest_control,service,https://www.nubornpest.com/,(914) 239-3831,"154 E Boston Post Rd, Mamaroneck, NY 10543, USA",White Plains,service@nubornpest.com
ChIJ57Ffs5OTwokRUgO2cY0zpHg,Dynamic Scarsdale Pest Specialists,pest_control,service,https://dynamicscarsdalepestspecialists.com/,(914) 431-4019,"30 East Pkwy, Scarsdale, NY 10583, USA",White Plains,info@dynamicscarsdalepestspecialists.com
ChIJLxCaF-1wjUkRTPXuCZUwG_8,Optimum Pest Control,pest_control,service,https://www.optimumpestcontrol.com/location/westchester/?utm_source=gmb&utm_medium=organic&utm_campaign=local-westchester-gmb,(914) 256-2506,"2444 Boston Post Rd Suite 1020, Larchmont, NY 10538, USA",White Plains,info@optimumpestcontrol.com
ChIJ4WNxQWDrwokRzNY738IdYLM,Village Exterminating,pest_control,service,http://www.villageexterminating.com/,(914) 674-1056,"5 Storm St, Dobbs Ferry, NY 10522, USA",White Plains,villagext@icloud.com
