place_id,name,category,primary_type,website,phone,address,town,email
ChIJAwmCvjmUwokR4SuevDl6Zlw,Mulino's of Westchester,restaurant,italian_restaurant,https://www.mulinosny.com/,(914) 761-1818,"99 Court St, White Plains, NY 10601, USA",White Plains,
ChIJp6dW5DaUwokRFxiSAKzGVMA,Serafina Italian Restaurant White Plains,restaurant,italian_restaurant,https://www.serafinarestaurant.com/white-plains,(914) 288-9300,"199 Main St, White Plains, NY 10601, USA",White Plains,
ChIJQ73VwZyVwokRlk0Fa4kBKm4,The Crooked Quill,bar,cocktail_bar,https://www.thecrookedquillwp.com/,(914) 368-8293,"181 Martine Ave, White Plains, NY 10601, USA",White Plains,
ChIJi49MTDeUwokRULy9IybDGPQ,O'Connor's Public House,bar,bar,https://www.oconnorswhiteplains.com/,(914) 358-9145,"93 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,oconnorswestchester@gmail.com
ChIJ7z-9GTqUwokR75vOLBd_hfs,Ron Blacks Beer Hall,bar,bar,http://ronblacks.com/,(914) 358-5811,"181 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@ronblacks.com
ChIJWykQjDCUwokRgYycRkytd6s,Alex Lounge Bar & Grill,bar,bar_and_grill,https://www.alexloungeny.com/,(914) 358-9227,"213 E Post Rd, White Plains, NY 10601, USA",White Plains,toni.lazy@gmail.com
ChIJo5M_NCOUwokRJPgfYXpN-28,Dunne's Pub,bar,bar,https://dunnespub.com/,(914) 421-1451,"15 Shapham Pl, White Plains, NY 10605, USA",White Plains,dunnespubwp@gmail.com
ChIJ80AAPTCUwokRiJSdASbXNSA,Mix Cocktail Bar and Kitchen,bar,bar,https://www.sonesta.com/sonesta-hotels-resorts/ny/white-plains/sonesta-white-plains-downtown#hoteldetails_dining,(914) 682-0050,"66 Hale Ave, White Plains, NY 10601, USA",White Plains,reservations@sonesta.com
ChIJq6oOmjCUwokR4N0BE7hmA-A,Hard Luck PoolHall Bar & Lounge,bar,sports_complex,https://www.hardluckpool.com/,(914) 607-2200,"197 E Post Rd, White Plains, NY 10601, USA",White Plains,help@hardluckpool.com
ChIJeePIBESTwokRAe_l4Knp5VE,Moquette,bar,cocktail_bar,,(516) 960-9754,"11 Boniface Cir, Scarsdale, NY 10583, USA",White Plains,
ChIJr29HkGmVwokR1nGFjxeynEo,Wolf & Warrior Brewing Co.,bar,brewery,http://wolfandwarrior.com/,(914) 368-8617,"195 E Post Rd, White Plains, NY 10601, USA",White Plains,Info@wolfandwarrior.com
ChIJic9VN02d2kIRufVKkbpR_N0,Wandering Shaker,bar,service,,(845) 825-7408,"3 Westchester Park Dr, West Harrison, NY 10604, USA",White Plains,
ChIJ__8PwkCUwokRYKQ9OP9-4uc,Maracas Bar,bar,bar,,,"60 W Post Rd, White Plains, NY 10606, USA",White Plains,
ChIJVWRPjxmUwokR0GnKNg5GCsk,Emma's Ale House,bar,restaurant,http://www.emmasalehouse.com/,(914) 683-3662,"68 Gedney Way, White Plains, NY 10605, USA",White Plains,info@emmasalehouse.com
ChIJ2aKVfDCVwokRW5cDhsW7vUQ,Coffee Social,cafe,coffee_shop,http://wpcoffeesocial.com/,(914) 848-4653,"193 E Post Rd, White Plains, NY 10601, USA",White Plains,hello@wpcoffeesocial.com
ChIJYenrhT2VwokRZiPS6Tr_mus,The Pamplemousse Project,cafe,cafe,http://www.thepamplemousseproject.com/,(914) 829-4736,"124 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@thepamplemousseproject.com
ChIJnxUZxTaUwokRsu-jp8qB_cY,Hastings Tea & Coffee,cafe,coffee_shop,http://www.hastingstea.com/,(914) 428-1000,"235 Main St, White Plains, NY 10601, USA",White Plains,
ChIJ_05nYACVwokRdfSi8Sh7CZ0,Lukumadness,cafe,coffee_shop,http://lukumadnesswp.com/,(914) 358-4552,"850 N Broadway, White Plains, NY 10603, USA",White Plains,info@lukumadnessusa.com
ChIJ44uyGACVwokRExaVOAzUjVw,Tous les Jours Bakery Cafe,cafe,bakery,https://tljus.com/,(914) 358-9340,"125 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,
ChIJZ6QCmjyUwokRM3tQePVSK0U,Araras Coffee & More,cafe,coffee_shop,https://www.ararascoffee.com/,(914) 831-5439,"408 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJM-gkSyWVwokRAOifLXKgH6o,Eddie’s Little Café,cafe,cafe,http://www.eddieslittlecafemenu.com/,(914) 368-8766,"60 Lake St, White Plains, NY 10603, USA",White Plains,
ChIJecemI5aVwokRVSH96oQ51Vs,Gregorys Coffee,cafe,coffee_shop,https://gregoryscoffee.com/,(877) 357-4776,"125 Westchester Ave, White Plains, NY 10601, USA",White Plains,
ChIJ7UkdC06UwokR9uTsza_KcFI,Coco Choco Bakery,cafe,bakery,https://cocochocobakery.shop/,(914) 607-3494,"1 Harding Ave, White Plains, NY 10606, USA",White Plains,contact@restaurants-world.net
ChIJVZJNRSyTwokRWUAdu2EGOMY,Mandy Bean Specialty Coffee,cafe,coffee_shop,http://www.mandybean.com/,(914) 999-1010,"2361c Central Park Ave, Yonkers, NY 10710, USA",White Plains,
ChIJba5-bgeXwokRO33ylOCzOII,The Producer Coffee Studio,cafe,coffee_shop,http://theproducercoffee.com/,(914) 600-8010,"201 Willett Ave, Port Chester, NY 10573, USA",White Plains,
ChIJtcsJfsGRwokR4ZmEHYvffO4,Laughing Horse Coffee & Tea Co.,cafe,coffee_shop,http://www.siplaughinghorse.com/,(914) 488-6848,"6 Purdy St, Harrison, NY 10528, USA",White Plains,
ChIJAaf9iRyVwokRKrPQ3uTgp0Q,Paris Baguette,cafe,bakery,https://parisbaguette.com/locations/ny/hartsdale/385-north-central-avenue/,(914) 488-6939,"385 Central Ave, Hartsdale, NY 10530, USA",White Plains,
ChIJ4e9h4d6VwokRjrLMzKuBRWo,The Farm Cafe,cafe,cafe,http://thefarmcafeny.com/,(914) 352-0318,"26 Broadway, Valhalla, NY 10595, USA",White Plains,
ChIJsyqUFi6UwokRJr8pqemjZpQ,Nordstrom Ebar Artisan Coffee,cafe,coffee_shop,https://www.nordstrom.com/store-details/nordstrom-the-westchester?utm_source=google&utm_medium=organic&utm_campaign=food&utm_content=26523&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=food,(914) 946-1122,"135 Westchester Ave, White Plains, NY 10601, USA",White Plains,
ChIJ3aINq4mVwokRl_7tj2KVLko,Starbucks Coffee Company,cafe,coffee_shop,https://www.starbucks.com/store-locator/store/1025168,(914) 821-0012,"9 City Pl, White Plains, NY 10601, USA",White Plains,
ChIJYaSCHTeUwokR4bvIOHAaayE,Starbucks Coffee Company,cafe,coffee_shop,https://www.starbucks.com/store-locator/store/14415/,(914) 677-0096,"200 Main St, White Plains, NY 10601, USA",White Plains,
ChIJl0vEgTGVwokRKTBgoOXqRA8,WFM Coffee Bar,cafe,coffee_shop,http://www.wholefoodsmarket.com/stores/whiteplains?utm_source=google&utm_medium=organic&utm_campaign=listings,(914) 288-1300,"110 Bloomingdale Rd, White Plains, NY 10605, USA",White Plains,
ChIJQTqYEQCTwokR1sYmwR4zAk4,The Formosa Coffee,cafe,coffee_shop,http://theformosacoffee.com/,(914) 881-9188,"111 Brook St Ste G3, Scarsdale, NY 10583, USA",White Plains,
ChIJiWHxtDyUwokRuNg1pfbHAWE,What A Bagel Cafe,cafe,bagel_shop,http://www.whatabagelcafe.com/,(914) 948-1010,"476 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJz7SZOzeUwokRE-yqoSa1cN8,Famous Famiglia,pizzeria,pizza_restaurant,http://www.famousfamigliawp.com/,(914) 285-5678,"48 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,contact@FamousFamigliaWP.com
ChIJP49rUzeUwokR4UHAX_lWVzQ,Mario's Pizza Restaurant,pizzeria,pizza_restaurant,http://www.mariospizzawp.com/,(914) 761-7829,"118 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,contact@MariosPizzaWP.com
ChIJL-Ux_yaVwokRG4N2LJZtjsA,Frankie & Anthony's City Pizzeria,pizzeria,restaurant,https://www.citypizzeriawp.com/,(914) 401-8503,"250 Main St, White Plains, NY 10601, USA",White Plains,
ChIJEVmtTDeUwokRAPZuxSZB1Mg,Nicky’s by Fusion & Tradición,pizzeria,pizza_restaurant,,(914) 615-9668,"101 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,
ChIJO-bdujKUwokRmIa93_4C2MA,Michael's Pizza & Pasta,pizzeria,pizza_restaurant,http://www.bestpizzapasta.com/,(914) 683-1580,"33 Lake St, White Plains, NY 10603, USA",White Plains,contact@BestPizzaPasta.com
ChIJG9ZRQG-VwokR-rd12mrf0Lw,Riko’s Pizza of White Plains,pizzeria,pizza_restaurant,https://www.rikospizza.com/,(914) 298-4537,"423 Tarrytown Rd, White Plains, NY 10607, USA",White Plains,
ChIJ4Va1qEGUwokRwv-xqSnrfQ4,Pizza Cucina,pizzeria,pizza_restaurant,https://www.pizzacucinawp.com/,(914) 752-4611,"102 W Post Rd, White Plains, NY 10606, USA",White Plains,pizzacucinawp@gmail.com
ChIJd5TrunSVwokR0sVa3QOOUao,Silver Lake Pizza,pizzeria,pizza_restaurant,https://slpizza.com/,(914) 328-2326,"79 Lake St, West Harrison, NY 10604, USA",White Plains,
ChIJqZzxTpSVwokRTerKvApfV9o,Gianfranco Pizzeria & Restaurant,pizzeria,pizza_restaurant,https://www.gianfrancopizza.net/,(914) 682-5655,"88 Virginia Rd, White Plains, NY 10603, USA",White Plains,
ChIJFSm13xyVwokRziTF5b9BJ8U,Planet Pizza,pizzeria,pizza_restaurant,https://www.planetpizzaofwhiteplains.com/?utm_source=gbp,(914) 686-3150,"290 Tarrytown Rd, White Plains, NY 10607, USA",White Plains,
ChIJa-btJHGVwokRxCZGO30r-TM,Italian Pavilion Pizzeria,pizzeria,pizza_restaurant,https://www.italianpavilionpizzeria.com/?utm_source=gbp,(914) 761-6070,"377 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJYRaaVC2UwokRmezstSzMLM4,Nonna's Pizza,pizzeria,pizza_restaurant,https://nonnaspizzawp.com/,(914) 285-9077,"52 Lake St, White Plains, NY 10603, USA",White Plains,
ChIJNbPyzU-VwokRZqhSKkS_dNI,Valhalla Pizza Station,pizzeria,pizza_restaurant,http://valhallapizzastation.com/,(914) 761-8640,"18 Broadway, Valhalla, NY 10595, USA",White Plains,valhallapizzastation18@gmail.com
ChIJMyd81caVwokRnHB5qwh_EK4,Broadway Pizzeria of White Plains,pizzeria,pizza_restaurant,https://www.broadwaypizzawp.com/,(914) 428-6218,"616 N Broadway #2411, White Plains, NY 10603, USA",White Plains,mymail@mailservice.com
ChIJw3wFeemVwokRpthlFxLWIys,Papa Johns Pizza,pizzeria,pizza_restaurant,https://locations.papajohns.com/united-states/ny/10601/white-plains/68-72-e-post-rd?utm_source=yext-listings&utm_medium=referral&y_source=1_MTAyODcxNTE2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,(914) 996-7272,"68-72 E Post Rd, White Plains, NY 10601, USA",White Plains,
ChIJ4aUN0uSUwokRa_R4k-5HV7E,Racanelli's Original Pizza & Brew,pizzeria,italian_restaurant,http://www.pizzaandbrew.com/menu.php,(914) 946-5211,"85 Knollwood Rd, White Plains, NY 10607, USA",White Plains,
ChIJfxzGlDmUwokRxVeaTFxYDcs,Euro Pizza,pizzeria,pizza_restaurant,http://europizzeria.net/,(914) 684-9800,"120 E Post Rd, White Plains, NY 10601, USA",White Plains,
ChIJqafng5iVwokRTSnEc_bfTC4,La Botte Ristorante Pizza & Pasta,pizzeria,italian_restaurant,http://labottewp.com/,(914) 461-2950,"14 Martine Ave, White Plains, NY 10606, USA",White Plains,info@labottewp.com
ChIJqY71wFWRwokRKSWn4CCm1J8,Lombardo's White Plains,pizzeria,italian_restaurant,https://www.lombardospizza.com/white-plains/,(914) 615-9090,"1203 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJP-ZENjCUwokRUHkEqtJVsic,White Plains Coach Diner,diner,diner,http://raysdiners.com/,(914) 428-5700,"50 Westchester Ave, White Plains, NY 10601, USA",White Plains,
ChIJyYgiUU6UwokR5bPH7oqc4eU,City Limits Diner,diner,restaurant,https://www.citylimitsdiner.com/,(914) 686-9000,"200 Central Ave, White Plains, NY 10606, USA",White Plains,
ChIJYz3tzTiUwokREHfxjeTSn04,Star Diner,diner,diner,http://stardinerwhiteplains.com/,(914) 684-8702,"66 E Post Rd, White Plains, NY 10601, USA",White Plains,
ChIJ7TgxJDaUwokRELVzCKPUviU,The Original Pancake House,diner,breakfast_restaurant,http://www.iloveoph.com/,(914) 683-3770,"170 Hamilton Ave, White Plains, NY 10601, USA",White Plains,
ChIJaXGehsGVwokR9hmeCYH_DjI,Townhouse Diner,diner,diner,https://townhousediner.net/?utm_campaign=website,(914) 607-7364,"720 N Broadway, White Plains, NY 10603, USA",White Plains,
ChIJJwH4tjyUwokRLhWpD4zH8w0,Dorry's Diner,diner,diner,http://www.dorrysdiner.com/,(914) 682-0005,"468 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,dorrysdiner@dorrysdiner.com
ChIJw5AnjVCVwokROhJ_RK4w1JY,Shah’s Halal Food White Plains,diner,halal_restaurant,https://www.shahshalalfood.com/,(914) 949-0747,"40 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,support@shahshalalfood.com
ChIJ02kTPImUwokRMk3YArk53U4,Fountain Diner-Restaurant,diner,diner,http://fountain-diner.com/,(914) 428-5457,"31 S Central Ave, Hartsdale, NY 10530, USA",White Plains,
ChIJjR74JDqUwokRFWIpo0vdyTU,Sundance Kitchen & Cantina,diner,mexican_restaurant,http://www.sundancekitchen.com/,(914) 946-2300,"208 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,
ChIJ-dkQtDyUwokRxalWiHt1cF0,White Plains Bake Shoppe,bakery,bakery,https://www.whiteplainsbakeshoppe.com/,(914) 997-8179,"466 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJC9_BbFmUwokRqCLEK6-c7xo,Tous Les Jours,bakery,bakery,http://tljus.com/,(914) 358-4130,"371 N Central Ave, Hartsdale, NY 10530, USA",White Plains,
ChIJPclNpTiUwokRKpou7_QDwCE,Cancun Delights,bakery,restaurant,,(914) 686-1603,"16 E Post Rd # 2, White Plains, NY 10601, USA",White Plains,
ChIJ94a0SgCRwokRWB2nkLX94Eg,Kristi's Bagel Cafe & Bakery,bakery,bagel_shop,https://kristisbagelcafe.com/index.html,(914) 829-2275,"1215 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJq4TmBTqUwokRuRYPRDaWEJg,T-swirl Crepe - White Plains,bakery,dessert_restaurant,http://t-swirlcrepe.com/,(914) 358-9295,"151 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,tswirlcrepe@gmail.com
ChIJ2W7xXSmVwokRkofl_jEQMLg,Amy’s Custom Cupcakes ( NOT A STORE FRONT),bakery,bakery,https://www.amycustomcupcakes.com/,(914) 258-9814,"25 Rockledge Ave, White Plains, NY 10601, USA",White Plains,
ChIJBx1wD2iTwokRGO8IdzNx-28,Smallcakes Scarsdale,bakery,bakery,http://www.smallcakesny.com/,(914) 713-3971,"749 Central Park Ave, Scarsdale, NY 10583, USA",White Plains,smallcakesny@gmail.com
ChIJbXmXCUKXwokRKrukTy-d4t4,Little Bit O' Love Bakery,bakery,bakery,http://www.littlebitolovebakery.com/,(858) 248-9034,"6 White Deer Ln, West Harrison, NY 10604, USA",White Plains,littlebitoflovebakery@gmail.com
ChIJ35yJDVrzwokRRPclnmJRK6Y,Dominican Cakes & Cookies By Ninoska,bakery,bakery,,(914) 502-2074,"1 Wyanoke St, White Plains, NY 10606, USA",White Plains,
ChIJT9K4OyOUwokRAq5kildN6m4,parisienne bakery,bakery,bakery,http://parisiennebakery.com/,(914) 421-1958,"522 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJUyUKweGVwokRToW6F9On4uM,Crumbl,bakery,bakery,https://crumblcookies.com/stores/ny/nywhiteplains?utm_source=google+business&utm_medium=profile&utm_campaign=CRUMBL-US+%7C+GOOGLE+BUSINESS+%7C+STORE+PAGE+%7C+ONGOING+%7C+CONSIDERATION+%7C+PROFILE,(914) 215-7775,"377 N Central Ave, Hartsdale, NY 10530, USA",White Plains,
ChIJC-4dCf2VwokRSMRjIL6VYYA,El Cafetero Bakery,bakery,colombian_restaurant,https://elcafeterowp.com/?utm_source=google,(914) 727-2457,"124 E Post Rd, White Plains, NY 10601, USA",White Plains,Cafeterobakerywp@gmail.com
ChIJ3xIgNjeUwokRYPufWDpjEOE,The Iron Tomato,bakery,deli,https://theirontomato.com/,(914) 328-9400,"57 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@theirontomato.com
ChIJDRbjljCUwokRUnttUjLDFD8,Mamma Rosa's Sons Italian Catering Deli,caterer,meal_takeaway,https://www.mammarosaswhiteplains.com/,(914) 997-0418,"205 E Post Rd, White Plains, NY 10601, USA",White Plains,
ChIJwdwSbxqUwokRzqORIL7fYu8,Great American BBQ Co,caterer,catering_service,http://www.thegreatamericanbbq.com/,(914) 686-2277,"54 Gedney Way, White Plains, NY 10605, USA",White Plains,
ChIJwdwSbxqUwokRB7YTW73nxRw,Caperberry Events,caterer,catering_service,http://www.caperberryevents.com/,(914) 949-3543,"54 Gedney Way, White Plains, NY 10605, USA",White Plains,info@nyhgroup.com
ChIJg_DvXTKUwokR0W859IdcyHk,Prima Deli & Catering,caterer,restaurant,https://www.primadeliny.com/,(914) 328-0904,"4036 # A 31 Lake St, White Plains, NY 10603, USA",White Plains,contact@PrimaDeliNY.com
ChIJeZRB4WiVwokRIimgHKCnjEA,Westchester Picnic Company,caterer,barbecue_restaurant,http://westchesterpicniccompany.com/,(914) 372-7080,"175 Clearbrook Rd, Elmsford, NY 10523, USA",White Plains,orders@westchesterpicniccompany.com
ChIJ59r69RmUwokRpBIqSPYXSOc,Rooster's Market,caterer,deli,https://www.roostersmarket.net/,(914) 949-7202,"48 Gedney Way, White Plains, NY 10605, USA",White Plains,info@roostersmarket.net
ChIJPbhERRyXwokR3dMsUF0E7Tg,Wegmans Catering,caterer,catering_service,https://meals2go.com/catering?cid=GMB_Catering_2024:aw:ow:gb:gb:ao::,(914) 539-3710,"106 Corporate Park Dr, West Harrison, NY 10604, USA",White Plains,
ChIJMdwohRCSwokRZgYOVlJ4oks,Plates Catering,caterer,catering_service,http://www.platesonthepark.com/,(914) 263-1736,"121 Myrtle Blvd, Larchmont, NY 10538, USA",White Plains,matt@platesonthepark.com
ChIJAQAAAA2RwokRNSeeOm55cow,Powell Catering Services,caterer,catering_service,http://www.powellcatering.com/,(914) 381-4843,"110 Halstead Ave, Harrison, NY 10528, USA",White Plains,sales@powellcatering.com
ChIJx24_1utYwokR87HxCkRW_w0,NY Catering Service,caterer,catering_service,https://nycateringservice.com/?utm_source=google&utm_medium=organic&utm_campaign=trd&utm_content=website-button,(917) 592-4404,"28 High St, Armonk, NY 10504, USA",White Plains,info@nycateringservice.com
ChIJbSCIujKUwokRKDjpCr5A2Dk,Michael's Italian Catering,caterer,italian_restaurant,,(914) 683-1641,"33 Lake St, White Plains, NY 10603, USA",White Plains,
ChIJpYxncYW9wokRkqfBmFLOh-U,Air Culinaire Worldwide - Inflight Catering New York (White Plains),caterer,catering_service,https://www.airculinaireworldwide.com/,(914) 428-0251,"24 Loop Rd, White Plains, NY 10604, USA",White Plains,orders@airculinaire.com
ChIJ844UfXCXwokRM_muY9mFcmI,Westchester Food Trucks,caterer,catering_service,,,"West Harrison, NY 10604, USA",White Plains,
ChIJI2P5wAiUwokR57N24zueOhY,Caperberry Events @ CV Rich Mansion,caterer,banquet_hall,https://cvrich.com/,(914) 949-3543,"305 Ridgeway, White Plains, NY 10605, USA",White Plains,
ChIJe4Wk8sqVwokR2KFUw96hjGI,Mansion on Broadway,caterer,event_venue,http://mansiononbroadway.com/,(914) 949-6900,"139 N Broadway, White Plains, NY 10603, USA",White Plains,events@mansiononbroadway.com
ChIJ8ykdpTmUwokRpkveCrcHg40,Royal Scarlet Deli,caterer,deli,,(914) 946-1820,"99 E Post Rd, White Plains, NY 10601, USA",White Plains,
ChIJKcxaTk-VwokR7GR8Q8F7ib4,Chazz Palminteri Italian Restaurant White Plains,caterer,italian_restaurant,https://www.chazzpalminterinyc.com/,(914) 600-8430,"264 Main St, White Plains, NY 10601, USA",White Plains,info@chazzpalminterinyc.com
ChIJNYXZ9BmUwokRD-W3HxvnVr4,NY Hospitality Group,caterer,catering_service,https://nyhgroup.com/,(914) 949-3543,"54 Gedney Way, White Plains, NY 10605, USA",White Plains,info@nyhgroup.com
ChIJe_aq8zuUwokR-rfGsvjEHTU,Fair Deal Cafe,caterer,american_restaurant,"http://partyhallrentalvenue.com/,%20fairdealcafe.com",(914) 946-3000,"253 Mamaroneck Ave, White Plains, NY 10605, USA",White Plains,
ChIJp-zbuAKVwokRnE3OmxspxeA,Westchester Wine Warehouse,winery,liquor_store,http://www.westchesterwine.com/,(914) 824-1400,"53 Tarrytown Rd, White Plains, NY 10607, USA",White Plains,
ChIJlQdueMGVwokRmHpomSJbQ-g,Grapes the Wine Company,winery,liquor_store,http://grapesthewineco.com/,(914) 397-9463,"731 N Broadway, White Plains, NY 10603, USA",White Plains,info@grapesthewineco.com
ChIJO8K3pzCUwokRh7zgmp9hPOA,LeVino Wine Merchants,winery,liquor_store,http://www.levinowine.com/,(914) 949-8466,"171 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,info@levinowine.com
ChIJ31bV9xmUwokRFbPgN-sUNWg,Bottle Grove Wine and Spirits,winery,liquor_store,http://bottlegrove.com/,(914) 468-6777,"46 Gedney Way, White Plains, NY 10605, USA",White Plains,hello@bottlegrove.com
ChIJL9XNXh07w4kRgYHIGObicxk,"Warwick Valley Winery, Distillery & Orchard",winery,winery,http://www.wvwinery.com/,(845) 258-4858,"114 Little York Rd, Warwick, NY 10990, USA",White Plains,events@docshardcider.com
ChIJj1QiukGUwokRmuc4K3_edjs,Aries Wines & Spirits,winery,liquor_store,https://aries-wineny.com/,(914) 946-3382,"128 W Post Rd, White Plains, NY 10606, USA",White Plains,
ChIJP3Tvq0uVwokRvJJpmEN9TZA,Maison Brondeau,winery,liquor_store,https://www.maisonbrondeau.com/,(646) 843-1029,"50 Main St Suite 165, White Plains, NY 10606, USA",White Plains,
ChIJ6S30J-mVwokRd2qst9uX9mY,Shiraz Kitchen & Wine Bar,winery,mediterranean_restaurant,https://www.shirazkitchen.com/,(914) 345-6111,"80 Mamaroneck Ave, White Plains, NY 10601, USA",White Plains,hello@shirazkitchen.com
ChIJQfllK8Vv3YkRAkoAcD-V78g,Millbrook Vineyards & Winery,winery,winery,http://www.millbrookwine.com/,(845) 677-8383,"26 Wing Rd, Millbrook, NY 12545, USA",White Plains,millbrookwinery@millwine.com
ChIJq-KYaIg-ZkARcw96LpvhBMM,Cho Wine & Spirits,winery,liquor_store,,(914) 949-8578,"268 Main St, White Plains, NY 10601, USA",White Plains,
ChIJg_DvXTKUwokRLhutgkjiWng,Troiano's Wines & Liquors,winery,liquor_store,,(914) 761-5634,"31 Lake St, White Plains, NY 10603, USA",White Plains,
ChIJLwtVvt6_wokRZAF8dWOlTkM,River Valley Wine Cellars,winery,storage,http://www.rivervalleywinecellars.com/,(914) 345-8700,"9 Skyline Dr Suite 1, Hawthorne, NY 10532, USA",White Plains,
